,Company,New Filing?,Reported funding,Incremental Cash ,Date,New or Amended
5083,"Insite Wireless Group, LLC  (Telecommunications - Alexandria, VA)",Yes,"$5,523,418","$5,523,418",2011-05-04,New Filing
5084,"LIVINGSOCIAL, INC.  (Other Technology - Washington, DC)",Yes,"$1,590,952","$1,590,952",2011-05-03,New Filing
5085,"X-10 Capital Partners (QP), LP  (Pooled Investment Fund - Alexandria, VA)",No,"$70,165,000","$21,900,000",2011-05-02,Amended
5086,"Health Directory Inc.  (Other - Falls Church, VA)",Yes,"$37,970","$37,970",2011-04-28,New Filing
5087,"Alo Networks, Inc.  (Telecommunications - Rockville, MD)",Yes,"$445,000","$445,000",2011-04-27,New Filing
5088,"ARIEL WAY INC  (Other Technology - Washington, DC)",Yes,"$1,100,000","$1,100,000",2011-04-26,New Filing
5089,"ID.me, Inc.  (Other Technology - Mclean, DC)",Yes,"$535,000","$535,000",2011-04-25,New Filing
5090,"MAXEX LLC  (Other Banking and Financial Services - Atlanta, MD)",Yes,"$436,000","$436,000",2011-04-20,New Filing
5091,"Access Marathon Fund, LLC  (Pooled Investment Fund - Rockville, MD)",Yes,Yet to Sell,$0,2011-04-20,New Filing
5092,"Delight Me, Inc.  (Other - Washington, DC)",Yes,"$84,997","$84,997",2011-04-19,New Filing
5093,"Lifesync Media Group Inc  (Other Technology - Fairfax, VA)",No,"$95,000","$25,000",2011-04-19,Amended
5094,"Velocity Capital Fund I LP  (Pooled Investment Fund - Arlington, VA)",No,"$8,215,000","$5,390,000",2011-04-19,Amended
5095,"Lifesync Media Group Inc  (Other Technology - Fairfax, VA)",Yes,"$40,000","$40,000",2011-04-19,New Filing
5096,"BANK OF GEORGETOWN  (Commercial Banking - Washington, DC)",Yes,$0,$0,2011-04-15,New Filing
5097,"MONSOON INDIA OPPORTUNITY FUND LP  (Pooled Investment Fund - Bethesda, MD)",No,"$27,266,890","$11,041,891",2011-04-15,Amended
5098,"Brazen Technologies, Inc.  (Other - Arlington, VA)",No,"$750,000","$500,000",2011-04-14,Amended
5099,"LIVINGSOCIAL, INC.  (Other Technology - Washington, DC)",Yes,"$399,973,825","$399,973,825",2011-04-14,New Filing
5100,"TECHULON INC  (Biotechnology - Blacksburg, VA)",No,"$800,000","$125,000",2011-04-13,Amended
5101,"Centrifuge Systems Inc  (Other Technology - Mc Lean, VA)",Yes,"$2,055,945","$2,055,945",2011-04-13,New Filing
5102,"Carlyle U.S. Equity Opportunity Fund, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,Yet to Sell,$0,2011-04-12,New Filing
5103,"Plane Golf Holdings, LLC  (Other Technology - Potomac, MD)",No,"$425,000","$425,000",2011-04-12,Amended
5104,"Zilker Investment Fund, LP  (Pooled Investment Fund - Washington, DC)",No,"$120,000,000","$69,000,000",2011-04-12,Amended
5105,"HILLCREST LABORATORIES INC  (Other - Rockville, MD)",Yes,"$5,542,562","$5,542,562",2011-04-12,New Filing
5106,"MD INVESTMENT LLC  (Business Services - San Francisco, VA)",Yes,"$533,205","$533,205",2011-04-11,New Filing
5107,"JAB Partners, L.P.  (Pooled Investment Fund - Miami Beach, DC)",Yes,Yet to Sell,$0,2011-04-11,New Filing
5108,"MD MANAGEMENT LLC  (Business Services - San Francisco, VA)",Yes,"$59,245","$59,245",2011-04-11,New Filing
5109,"EverFi, Inc.  (Other - Washington, DC)",Yes,"$1,000,000","$1,000,000",2011-04-08,New Filing
5110,"VIRxSYS Corp  (Biotechnology - Gaithersburg, MD)",No,"$33,814,349","$24,006,433",2011-04-07,Amended
5111,"Refac Holdings, Inc.  (Retailing - Washington, DC)",Yes,"$5,114,359","$5,114,359",2011-04-07,New Filing
5112,"THERANOSTICS HEALTH, INC.  (Biotechnology - Rockville, MD)",Yes,"$365,000","$365,000",2011-04-07,New Filing
5113,"Directional Quantitative Equity Fund LLC  (Pooled Investment Fund - Rockville, MD)",No,"$123,315,687",$0,2011-04-05,Amended
5114,"Mytonomy, Inc.  (Other Technology - Bethesda, MD)",Yes,"$195,000","$195,000",2011-04-05,New Filing
5115,"PhantomAlert, Inc.  (Other Technology - Washington, DC)",Yes,"$100,061","$100,061",2011-04-01,New Filing
5116,"BestVendor Inc.  (Other Technology - New York, DC)",Yes,"$300,000","$300,000",2011-04-01,New Filing
5117,"MERIDIAN REALTY PARTNERS TE I, L.P.  (Pooled Investment Fund - Bethesda, MD)",Yes,"$96,938,776","$96,938,776",2011-03-31,New Filing
5118,"MERIDIAN REALTY PARTNERS SERIES I, L.L.C.  (Pooled Investment Fund - Bethesda, MD)",Yes,"$96,938,776","$96,938,776",2011-03-31,New Filing
5119,"MERIDIAN REALTY PARTNERS NUS I, L.P.  (Pooled Investment Fund - Bethesda, MD)",Yes,"$96,938,776","$96,938,776",2011-03-31,New Filing
5120,"MERIDIAN REALTY PARTNERS H I, L.P.  (Pooled Investment Fund - Bethesda, MD)",Yes,"$96,938,776","$96,938,776",2011-03-31,New Filing
5121,"MERIDIAN REALTY PARTNERS CO-INVEST I, L.P.  (Pooled Investment Fund - Bethesda, MD)",Yes,"$96,938,776","$96,938,776",2011-03-31,New Filing
5122,"Mortgage Harmony Corp.  (Other - Vienna, VA)",Yes,"$550,000","$550,000",2011-03-29,New Filing
5123,"Plane Golf Holdings, LLC  (Other Technology - Potomac, MD)",Yes,$0,$0,2011-03-29,New Filing
5124,"Capital Schools, Inc.  (Other - Washington, DC)",Yes,"$1,500,000","$1,500,000",2011-03-28,New Filing
5125,"ONTUITIVE, INC.  (Business Services - Washington, VA)",Yes,"$6,000,000","$6,000,000",2011-03-28,New Filing
5126,"ONTUITIVE, INC.  (Business Services - Washington, VA)",Yes,"$220,994","$220,994",2011-03-28,New Filing
5127,"ONTUITIVE, INC.  (Business Services - Washington, VA)",Yes,"$30,932","$30,932",2011-03-28,New Filing
5128,"LIVINGSOCIAL, INC.  (Other Technology - Washington, DC)",Yes,"$2,889,720","$2,889,720",2011-03-28,New Filing
5129,"Global Analytic Information Technology Services, LLC  (Other - Fairfax, VA)",Yes,"$4,000,000","$4,000,000",2011-03-25,New Filing
5130,"Sweetgreen, Inc.  (Restaurants - Culver City, DC)",Yes,"$400,000","$400,000",2011-03-24,New Filing
5131,"Spurfly, Inc.  (Other Technology - Arlington, VA)",Yes,"$84,500","$84,500",2011-03-24,New Filing
5132,"VICTOR EQUITY FUND LP  (Pooled Investment Fund - Chevy Chase, MD)",No,"$114,387,454","$5,469,464",2011-03-23,Amended
5133,"Mt. Weather Capital 2009A, LLC  (Investing - Chevy Chase, MD)",No,"$3,174,363","$1,137,363",2011-03-18,Amended
5134,"Ramsey Short-Biased Fund LP  (Pooled Investment Fund - Mc Lean, VA)",No,"$75,325,951",$0,2011-03-18,Amended
5135,"Ramsey Short Only Fund LP  (Pooled Investment Fund - Mc Lean, VA)",No,"$136,338,958","$10,752,110",2011-03-18,Amended
5136,"ACCELA GLOBAL FUND LLC  (Pooled Investment Fund - Bethesda, MD)",No,"$9,000,000","$100,000",2011-03-17,Amended
5137,"Rogue 24 LLC  (Restaurants - Washington, DC)",Yes,"$60,000","$60,000",2011-03-17,New Filing
5138,"RedCloud, Inc.  (Other Technology - Sterling, VA)",Yes,"$3,420,000","$3,420,000",2011-03-17,New Filing
5139,"Denuo, Inc.  (Other - Herndon, VA)",Yes,"$150,000","$150,000",2011-03-16,New Filing
5140,"WINSTON GROWTH FUND LIMITED PARTNERSHIP  (Pooled Investment Fund - Arlington, VA)",No,"$240,760,236",$0,2011-03-16,Amended
5141,"WINSTON GLOBAL FUND LP  (Pooled Investment Fund - Arlington, VA)",No,"$173,133,635",$0,2011-03-16,Amended
5142,"EJF Select Fund, L.P.  (Pooled Investment Fund - Arlington, VA)",No,"$20,936,596","$2,025,993",2011-03-15,Amended
5143,"EJF Sidecar Fund, Series LLC  (Pooled Investment Fund - Arlington, VA)",No,"$16,389,930",$0,2011-03-15,Amended
5144,"EJF Sidecar Fund, Series LLC  (Pooled Investment Fund - Arlington, VA)",No,"$23,937,000",$0,2011-03-15,Amended
5145,"144A Offshore Fund, Ltd.  (Pooled Investment Fund - Arlington, VA)",No,"$165,000",$0,2011-03-15,Amended
5146,"EJF Financial Services Fund, LP  (Pooled Investment Fund - Arlington, VA)",No,"$27,531,129","$2,375,000",2011-03-15,Amended
5147,"EJF Greater China Fund, LP  (Pooled Investment Fund - Arlington, VA)",No,"$18,049,998","$15,000,000",2011-03-15,Amended
5148,"EJF Select Offshore Fund, Ltd.  (Pooled Investment Fund - Arlington, VA)",No,"$410,000","$160,000",2011-03-15,Amended
5149,"EJF Long/Short Equity Fund LP  (Pooled Investment Fund - Arlington, VA)",No,"$37,542,754",$0,2011-03-15,Amended
5150,"EJF Long/Short Equity Offshore Fund Ltd  (Pooled Investment Fund - Arlington, VA)",No,"$5,532,103",$0,2011-03-15,Amended
5151,"EJF Opportunity Fund L.P.  (Pooled Investment Fund - Arlington, VA)",No,"$48,650,500",$0,2011-03-15,Amended
5152,"EJF Crossover Offshore Fund Ltd  (Pooled Investment Fund - Arlington, VA)",No,"$701,877",$0,2011-03-15,Amended
5153,"EJF Crossover Fund LP  (Pooled Investment Fund - Arlington, VA)",No,"$49,748,869",$0,2011-03-15,Amended
5154,"EJF Debt Opportunities Fund, L.P.  (Pooled Investment Fund - Arlington, VA)",No,"$82,575,530","$49,921,977",2011-03-15,Amended
5155,"EJF Greater China Master Fund, Ltd.  (Pooled Investment Fund - Arlington, VA)",No,"$500,000",$0,2011-03-15,Amended
5156,"EJF Income Fund, LP  (Pooled Investment Fund - Arlington, VA)",No,"$14,820,419","$7,193,444",2011-03-15,Amended
5157,"EJF INVESTMENT GRADE FUND LP  (Pooled Investment Fund - Arlington, VA)",No,"$49,086,552","$22,638,557",2011-03-15,Amended
5158,"EJF DISTRESSED FUND LP  (Pooled Investment Fund - Arlington, VA)",No,"$28,865,000",$0,2011-03-15,Amended
5159,"144A FUND LP  (Pooled Investment Fund - Arlington, VA)",No,"$11,875,369",$0,2011-03-15,Amended
5160,"EJF Debt Opportunities Offshore Fund, Ltd.  (Pooled Investment Fund - Arlington, VA)",No,"$10,888,577","$7,817,725",2011-03-15,Amended
5161,"EJF Opportunity Offshore Fund Ltd  (Pooled Investment Fund - Arlington, VA)",No,"$795,768",$0,2011-03-15,Amended
5162,"QUANTRARIAN ASIA HEDGE LLC  (Pooled Investment Fund - Silver Spring, MD)",No,"$15,822,882","$1,090,000",2011-03-15,Amended
5163,"SOLOMON HESS SBA LOAN FUND LLC  (Pooled Investment Fund - Falls Church, VA)",No,"$121,641,500","$16,793,931",2011-03-15,Amended
5164,"Solomon Hess Opportunity Fund LLC  (Pooled Investment Fund - Falls Church, VA)",No,"$5,000,000","$5,000,000",2011-03-15,Amended
5165,"MIDCAP FINANCIAL HOLDINGS LLC  (Other Banking and Financial Services - Bethesda, MD)",Yes,$0,$0,2011-03-14,New Filing
5166,"FOUNDRY FUND LLC  (Pooled Investment Fund - Arlington, VA)",No,"$17,311,941",$0,2011-03-14,Amended
5167,"Discourse Analytics, Inc.  (Other - Bethesda, MD)",Yes,"$124,980","$124,980",2011-03-14,New Filing
5168,"Strategic Global Balanced Trust  (Pooled Investment Fund - Arlington, VA)",No,"$34,845,818",$0,2011-03-14,Amended
5169,"Strategic Global Balanced Institutional Trust II  (Pooled Investment Fund - Arlington, VA)",No,Yet to Sell,$0,2011-03-14,Amended
5170,"Strategic Global Balanced Institutional Trust I  (Pooled Investment Fund - Arlington, VA)",No,"$119,314,639","$6,056,889",2011-03-14,Amended
5171,"Strategic High Yield Trust  (Pooled Investment Fund - Arlington, VA)",No,"$48,502,245","$3,702,384",2011-03-14,Amended
5172,"Strategic International Equity Trust  (Pooled Investment Fund - Arlington, VA)",No,"$139,287,901","$6,529,487",2011-03-14,Amended
5173,"Strategic US Equity Trust  (Pooled Investment Fund - Arlington, VA)",No,"$63,677,893","$5,352,516",2011-03-14,Amended
5174,"SIM HEDGED STRATEGIES TRUST  (Pooled Investment Fund - Arlington, VA)",No,"$116,825,777","$5,583,864",2011-03-14,Amended
5175,"HAMILTON FUND LTD  (Pooled Investment Fund - Hamilton, D0)",No,"$444,897,218","$106,738,872",2011-03-11,Amended
5176,"Limestone Emerging Markets, L.P.  (Pooled Investment Fund - Washington D.C., DC)",No,"$550,000,000","$50,000,000",2011-03-11,Amended
5177,"TV ONE LLC  (Other - Silver Spring, MD)",Yes,"$119,000,000","$119,000,000",2011-03-11,New Filing
5178,"Applied Visual Sciences, Inc.  (Other Technology - Herndon, VA)",No,"$751,626","$651,626",2011-03-11,Amended
5179,"FORT GLOBAL DIVERSIFIED LP  (Pooled Investment Fund - Chevy Chase, MD)",No,"$161,866,097",$0,2011-03-11,Amended
5180,"Applied Visual Sciences, Inc.  (Other Technology - Herndon, VA)",No,"$5,183,575","$1,536,194",2011-03-11,Amended
5181,"FORT GLOBAL CONTRARIAN LP  (Pooled Investment Fund - Chevy Chase, MD)",No,"$113,550,928",$0,2011-03-11,Amended
5182,"Carlyle Realty Coinvestment VI, L.L.C.  (Pooled Investment Fund - Washington, DC)",Yes,"$60,000,000","$60,000,000",2011-03-09,New Filing
5183,"Monsoon India Select Equity Fund, L.P.  (Pooled Investment Fund - Bethesda, MD)",No,"$164,344,532","$1,275,000",2011-03-09,Amended
5184,"MONSOON INDIA SELECT EQUITY FUND 2, L.P.  (Pooled Investment Fund - Bethesda, MD)",No,"$225,707,510","$897,465",2011-03-09,Amended
5185,"Carlyle MENA Co-Investment, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$26,628,125","$535,000",2011-03-09,Amended
5186,"COFFEE CAN FUND LP  (Investing - Mclean, VA)",Yes,"$63,599,363","$63,599,363",2011-03-08,New Filing
5187,"RBJ PARTNERS LP  (Investing - Mclean, VA)",Yes,"$97,390,625","$97,390,625",2011-03-08,New Filing
5188,"RBJ RETIREMENT FUND LP  (Investing - Mclean, VA)",Yes,"$16,383,402","$16,383,402",2011-03-08,New Filing
5189,"Choral Financial Fund, LP  (Pooled Investment Fund - Alexandria, VA)",No,"$8,087,503","$422,503",2011-03-08,Amended
5190,"CGFSP COINVESTMENT L.P.  (Pooled Investment Fund - Washington, DC)",No,"$87,282,466","$10,492,466",2011-03-08,Amended
5191,"CMP II (CAYMAN) CO-INVEST, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$34,655,700","$1,850,000",2011-03-08,Amended
5192,"CP V COINVESTMENT B CAYMAN, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$109,507,340","$749,125",2011-03-08,Amended
5193,"CMP II COINVESTMENT, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$34,655,700","$1,850,000",2011-03-08,Amended
5194,"CP V COINVESTMENT B, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$109,507,340","$749,125",2011-03-08,Amended
5195,"CSP II COINVESTMENT, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$55,653,750","$100,000",2011-03-08,Amended
5196,"CSP II (CAYMAN) CO-iNVEST, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$55,653,750","$100,000",2011-03-08,Amended
5197,"CARLYLE REALTY COINVESTMENT V, L.L.C.  (Pooled Investment Fund - Washington, DC)",No,"$131,751,590","$300,000",2011-03-08,Amended
5198,"CAP III CO-INVESTMENT, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$144,208,994","$7,174,118",2011-03-08,Amended
5199,"CARLYLE RENEWABLE ENERGY COINVESTMENT II, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$25,965,000","$1,680,000",2011-03-08,Amended
5200,"CARLYLE RENEWABLE ENERGY COINVESTMENT II (CAYMAN), L.P.  (Pooled Investment Fund - Washington, DC)",No,"$25,965,000","$1,680,000",2011-03-08,Amended
5201,"CJP CO-INVESTMENT II B, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$11,201,808,329",$0,2011-03-08,Amended
5202,"CARLYLE MEXICO COINVESTMENT, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$12,996,872","$25,000",2011-03-08,Amended
5203,"CVP III Coinvestment, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$54,701,375","$525,000",2011-03-08,Amended
5204,"CIP Coinvestment, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$67,145,000","$5,858,750",2011-03-08,Amended
5205,"CETP II CO-INVESTMENT, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$50,356,280",$0,2011-03-08,Amended
5206,"CARLYLE ASIA REAL ESTATE COINVESTMENT II, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$53,024,000","$200,000",2011-03-08,Amended
5207,"CVP III COINVESTMENT (CAYMAN), L.P.  (Pooled Investment Fund - Washington, DC)",No,"$54,701,375","$525,000",2011-03-08,Amended
5208,"ACM Emerging Markets Fund I, LP  (Pooled Investment Fund - Washington, DC)",No,"$530,000,000","$201,000,000",2011-03-08,Amended
5209,"RLJ Acquisition, Inc.  (Other - Bethesda, MD)",Yes,"$5,000,000","$5,000,000",2011-03-07,New Filing
5210,"RICHARDSON FUND A LLC  (Pooled Investment Fund - Bethesda, MD)",No,"$2,758,187",$0,2011-03-07,Amended
5211,"Three Stars Brewing Company, LLC  (Manufacturing - Washington, DC)",Yes,"$25,000","$25,000",2011-03-04,New Filing
5212,"POTOMAC SELECT LLC SERIES III  (Pooled Investment Fund - Washington, DC)",No,"$7,601,525",$0,2011-03-04,Amended
5213,"Alliance Partners LLC  (Other - Chevy Chase, MD)",Yes,"$16,020,000","$16,020,000",2011-03-03,New Filing
5214,"CP V COINVESTMENT A, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$667,220,655","$8,879,682",2011-03-02,Amended
5215,"CP V COINVESTMENT A CAYMAN, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$667,220,655","$8,879,682",2011-03-02,Amended
5216,"CEREP CO-INVESTMENT III, L.L.C.  (Pooled Investment Fund - Washington, DC)",No,"$114,161,527",$0,2011-03-02,Amended
5217,"CEP III INVESTMENT HOLDINGS, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$303,075,325",$0,2011-03-02,Amended
5218,"Exmovere Holdings, Inc.  (Other Technology - Mclean, VA)",No,"$582,665","$8,650",2011-03-02,Amended
5219,"Exmovere Holdings, Inc.  (Other Technology - Mclean, VA)",No,"$277,503","$275,998",2011-03-02,Amended
5220,"TRAXIAN INC  (Business Services - Washington, DC)",Yes,"$60,000","$60,000",2011-03-02,New Filing
5221,"Pixspan, Inc.  (Other Technology - Rockville, MD)",Yes,"$803,725","$803,725",2011-03-01,New Filing
5222,"CCP Total Return Fund I, LP  (Pooled Investment Fund - Columbia, MD)",No,"$4,865,000","$4,865,000",2011-03-01,Amended
5223,"Fliqq, Inc.  (Other Technology - New York, MD)",Yes,"$300,000","$300,000",2011-02-28,New Filing
5224,"FCP Realty Fund II, L.P.  (REITS and Finance - Chevy Chase, DC)",Yes,"$122,500,000","$122,500,000",2011-02-25,New Filing
5225,"Carlyle Syniverse Coinvestment, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,"$105,551,150","$105,551,150",2011-02-25,New Filing
5226,"Carlyle CommScope Coinvestment, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,"$100,416,333","$100,416,333",2011-02-25,New Filing
5227,"Arborview Drexel Investors LP  (Pooled Investment Fund - Chevy Chase, MD)",Yes,"$5,995,000","$5,995,000",2011-02-24,New Filing
5228,"New Paradigm Fund, L.P.  (Pooled Investment Fund - Great Falls, VA)",No,"$41,833,200",$0,2011-02-23,Amended
5229,"OPGEN INC  (Biotechnology - Gaithersburg, MD)",No,"$11,935,601","$2,724,460",2011-02-22,Amended
5230,"SureInvestment US, L.P.  (Pooled Investment Fund - Mclea, VA)",No,"$50,000","$50,000",2011-02-18,Amended
5231,"Ategra Community Financial Institution Fund, LP  (Pooled Investment Fund - Vienna, VA)",No,"$14,985,000",$0,2011-02-18,Amended
5232,"Comstock Cascades II, L.C.  (Construction - Reston, VA)",Yes,"$2,350,000","$2,350,000",2011-02-18,New Filing
5233,"INFERX CORP  (Other Technology - Sterling, VA)",Yes,"$45,000","$45,000",2011-02-17,New Filing
5234,"Latista Technologies, Inc.  (Other - Reston, VA)",Yes,"$1,522,804","$1,522,804",2011-02-17,New Filing
5235,"Brazen Technologies, Inc.  (Other - Arlington, VA)",Yes,"$250,000","$250,000",2011-02-16,New Filing
5236,"STARFISH RETENTION SOLUTIONS INC  (Other Technology - Arlington, VA)",Yes,"$589,700","$589,700",2011-02-16,New Filing
5237,"Results Real Estate Tax Liens Fund #1, LLC  (Pooled Investment Fund - Mclean, VA)",Yes,Yet to Sell,$0,2011-02-15,New Filing
5238,"MONSOON INDIA OPPORTUNITY FUND LP  (Pooled Investment Fund - Bethesda, MD)",No,"$16,224,999","$1,200,000",2011-02-15,Amended
5239,"HILLSON PARTNERS LP  (Pooled Investment Fund - Rockville, MD)",No,"$32,517,620","$31,752,620",2011-02-15,Amended
5240,"Prudence Crandall Fund III, LLC  (Pooled Investment Fund - Washington, DC)",Yes,"$100,000,000","$100,000,000",2011-02-14,New Filing
5241,"HILLSON PARTNERS LP  (Pooled Investment Fund - Rockville, MD)",Yes,"$765,000","$765,000",2011-02-11,New Filing
5242,"CERATECH INC  (Other - Alexandria, VA)",Yes,"$5,000,000","$5,000,000",2011-02-08,New Filing
5243,"ARTradeDesk, Inc.  (Investment Banking - Washington, DC)",Yes,"$100,000","$100,000",2011-02-07,New Filing
5244,"PIXELLIGENT TECHNOLOGIES LLC  (Other Technology - Baltimore, MD)",Yes,"$425,000","$425,000",2011-02-02,New Filing
5245,"JAGS, LLC  (Other - Washington, DC)",Yes,"$200,000","$200,000",2011-02-02,New Filing
5246,"SUPERNUS PHARMACEUTICALS INC  (Pharmaceuticals - Rockville, MD)",Yes,"$15,000,000","$15,000,000",2011-02-02,New Filing
5247,"Clean Currents, Inc.  (Other Energy - Silver Spring, MD)",No,"$1,425,000",$0,2011-02-02,Amended
5248,"Clean Currents, Inc.  (Other Energy - Silver Spring, MD)",Yes,"$1,425,000","$1,425,000",2011-02-02,New Filing
5249,"Earth Aid, Inc.  (Other Energy - Washington, DC)",Yes,"$4,036,638","$4,036,638",2011-02-01,New Filing
5250,"Golden & Cohen2, LLC  (Insurance - Gaithersburg, MD)",Yes,"$831,160","$831,160",2011-01-31,New Filing
5251,"MACROGENICS INC  (Biotechnology - Rockville, MD)",Yes,"$12,016,500","$12,016,500",2011-01-31,New Filing
5252,"LTN GLOBAL COMMUNICATIONS, INC.  (Other Technology - Savage, MD)",Yes,"$1,379,753","$1,379,753",2011-01-27,New Filing
5253,"THERANOSTICS HEALTH, INC.  (Biotechnology - Rockville, MD)",Yes,"$583,750","$583,750",2011-01-25,New Filing
